company_name,cik,s1_url,s1_filing_date,summary_snippet,classification,ipo_date,ticker,founding_year,ipo_year,sic,sic_description,ipo_date_source,reason
4D Molecular Therapeutics Inc,0001650648,https://www.sec.gov/Archives/edgar/data/1650648/000119312519258924/d781613ds1.htm,9/30/2019,"We are a development stage precision gene therapy company dedicated to pioneering the development of targeted therapies based on our next-generation AAV
vectors. Our proprietary Therapeutic Vector Evolution platform enables our “disease first” approach to product discovery and development, thereby allowing us to customize our AAV vectors to target specific tissue types associated with the
underlying disease. Our proprietary AAV vectors are designed to provide targeted delivery by routine clinical routes, efficient transduction, reduced immunogenicity and resistance to pre-existing antibodies, which we believe will enable us to
develop gene therapies that could overcome known limitations of conventional AAVs. As a result, we believe these key attributes will enable us to develop gene therapies with improved therapeutic profiles, pursue previously untreatable diseases and
address a broad range of rare and large market diseases. Our product candidates that are in or have completed Investigational New Drug
(IND)-enabling studies include a wholly-owned asset in development for the treatment of Fabry disease, as well as two assets in ophthalmology. In ophthalmology, our product candidate for the treatment of X-linked Retinitis Pigmentosa (XLRP) is
wholly-owned subject to an exclusive option for Roche to develop and commercialize the asset, and our product candidate for the treatment of Choroideremia is licensed to Roche. In addition, our wholly-owned product candidate for the treatment of
Cystic Fibrosis has completed lead optimization and we expect to initiate IND-enabling studies in the first half of 2020. We expect to initiate our first clinical trials for these three product candidates in 2020. We also have a pipeline of product
candidates in the lead optimization stage, including for the treatment of Duchenne Muscular Dystrophy (DMD) and Wet Age-Related Macular Degeneration (Wet AMD).",THERAPEUTICS,2020-12-14,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
"Atreca, Inc.",0001532346,https://www.sec.gov/Archives/edgar/data/1532346/000104746919003318/a2238867zs-1.htm,5/24/2019,"We are a biopharmaceutical company utilizing our differentiated platform to discover and develop novel antibody-based immunotherapeutics to
treat a range of solid tumor types. While more traditional oncology drug discovery approaches attempt to generate antibodies against known targets, our approach relies on the human immune system to
direct us to unique antibody-target pairs from patients experiencing a clinically meaningful, active immune response against their tumors. These unique antibody-target pairs represent a potentially
novel and previously unexplored landscape of immuno-oncology targets. We believe the fact that our approach has the potential to deliver novel, previously unexplored immuno-oncology targets provides
us with a significant competitive advantage over traditional approaches which focus on known targets that many companies are aware of and can pursue. We have utilized our drug discovery approach to
identify over 1,400 distinct human antibodies that bind preferentially to tumor tissue from patients who are not the source of the antibody. Our lead product candidate, ATRC-101, is a monoclonal
antibody with a novel mechanism of action and target derived from an antibody identified using our discovery platform. ATRC-101 reacts in vitro with a
majority of human ovarian, non-small cell lung, colorectal and breast cancer samples from multiple patients. It has demonstrated robust anti-tumor activity as a single agent in multiple preclinical
models, including one model in which PD-1 checkpoint inhibitors typically display limited activity. We anticipate filing an Investigational New Drug, or IND, application for ATRC-101 in late 2019 and
initiating a Phase 1b clinical trial in patients with solid tumors in early 2020, subject to U.S. Food and Drug Administration, or FDA, approval of our IND application. Although
existing cancer therapies, including the evolving class of cancer immunotherapeutics, have advanced significantly over recent years, cancer remains the second leading cause of
death in the United States. To address this unmet need, we pursue an open-aperture approach, which relies on the human immune system to direct us to antibody-target pairs that are present in patients
who have experienced a clinically meaningful response to therapy.",THERAPEUTICS,2019-06-20,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"BeiGene, Ltd.",0001651308,,,"EXTRACTION FAILED, open s1_url directly",THERAPEUTICS,2020-07-13,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Spring Bank Pharmaceuticals, Inc.",0001566373,https://www.sec.gov/Archives/edgar/data/1566373/000119312516421467/d53938ds1.htm,1/5/2016,"We are a
clinical-stage biopharmaceutical company engaged in the discovery and development of a novel class of therapeutics using our proprietary small molecule nucleic acid hybrid, or SMNH, chemistry platform. Our SMNH compounds are small segments of
nucleic acids that we design to selectively target and modulate the activity of specific proteins implicated in various disease states. We are developing our most advanced SMNH product candidate, SB 9200, for the treatment of viral diseases. We have
designed SB 9200 to selectively activate within infected cells the cellular proteins retinoic acid-inducible gene 1, or RIG-I, and nucleotide-binding oligomerization domain-containing protein 2, or NOD2, to inhibit viral replication
and to cause the induction of intracellular interferon signaling pathways for antiviral defense. We believe that SB 9200 may play an important role in antiviral therapy by modulating the body’s immune response through its mechanisms of action
to fight viral infections. In 2014, we completed a Phase 1 clinical trial of SB 9200 in 38 non-cirrhotic patients infected with the hepatitis C virus, or HCV,
who had not received any prior antiviral treatment. The two-stage trial was designed to evaluate the safety and tolerability, pharmacokinetics, pharmacodynamics and antiviral activity of ascending doses of the oral formulation of SB 9200 and to
demonstrate proof of principle of the mechanisms of action of SB 9200. SB 9200 was well tolerated in all dose groups in the trial, and no dose-limiting toxicities or systemic interferon-like side effects such as flu-like symptoms or fever were
observed. Additionally, antiviral activity was seen at all dose levels except for the lowest dose cohort. We believe that the data from the Phase 1 clinical trial, together with data from preclinical and toxicology studies that we have conducted in
animal models, support the development of SB 9200 for the treatment of chronic HBV and RSV.",THERAPEUTICS,2016-05-06,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Adgero Biopharmaceuticals Holdings, Inc.",0001657598,https://www.sec.gov/Archives/edgar/data/1657598/000165495417001073/abh_s1.htm,2/14/2017,"Additional
risks and uncertainties not presently known or that are currently
deemed immaterial may also impair our business operations. The
risks and uncertainties described in this document and other risks
and uncertainties which we may face in the future will have a
greater impact on those who purchase our common stock. These
purchasers will purchase our common stock at the market price or at
a privately negotiated price and will run the risk of losing their
entire investments. When used herein, unless the context requires otherwise, references
to the “Company,” “Holdings,”
“we,” “our” and “us” refer to
Adgero Biopharmaceuticals Holdings, Inc., a Delaware corporation,
collectively with its wholly-owned subsidiary, Adgero
Biopharmaceuticals, Inc., a Delaware corporation.",THERAPEUTICS,2017-02-14,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
Phio Pharmaceuticals Corp.,0001533040,https://www.sec.gov/Archives/edgar/data/1533040/000095012311091680/b88518sv1.htm,10/25/2011,"We are a biotechnology company focused on discovering, developing and commercializing
innovative therapies addressing major unmet medical needs using RNAi-targeted technologies. We are
pursuing proprietary therapeutics based on RNA interference (“
RNAi
”), which is a naturally
occurring cellular mechanism that has the potential to effectively and selectively interfere with,
or “silence,” expression of targeted disease-associated genes. We believe that certain human diseases can potentially be treated by silencing
targeted genes that lead to disease. While no therapeutic RNAi products have been approved by
the Food and Drug Administration (“
FDA
”) to date, there has been significant interest in the field of RNAi therapeutic
development. This interest is driven by the potential ability to use RNAi to develop lead
compounds that specifically and selectively inhibit single target genes, many of which are
thought to be incapable of being inhibited by other modalities. We are currently focusing our
internal therapeutic development areas in fibrosis, with dermal anti-scarring as our first
indication. We believe that RXI-109, our first RNAi product candidate, may inhibit CTGF
(connective tissue growth factor) in human fibrotic disease. RXI-109 is initially being
developed as a dermal anti-scarring therapy. The highlights of our RXI-109 development program
are the following:",THERAPEUTICS,2012-04-30,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"TYME TECHNOLOGIES, INC.",0001537917,https://www.sec.gov/Archives/edgar/data/1537917/000116169712000062/s-1.txt,2/2/2012,"221 Beach Road
                                   Suite 114
                           Siesta Key, Florida 34242
                                  941-284-5053
                               akeck49@yahoo.com
                             ---------------------
         (Address, including zip code, and telephone number, including
            area code, of registrant's principal executive offices) Diane J. Harrison
                               Harrison Law, P.A.
                         8955 US HIghway 301 N. No. 203
                             Parrish, Florida 34219
                        (941)723-7564 (941)531-4935 Fax
                            diane@harrisonlawpa.com",THERAPEUTICS,2012-12-31,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"SpringWorks Therapeutics, Inc.",0001773427,https://www.sec.gov/Archives/edgar/data/1773427/000114420419040443/tv525698-s1.htm,8/16/2019,"We are a clinical-stage biopharmaceutical company applying a precision medicine approach to acquiring, developing and commercializing life-changing medicines for underserved patient populations suffering from devastating rare diseases and cancer. We have a differentiated portfolio of small molecule targeted oncology product candidates and are advancing two potentially registrational clinical trials in rare tumor types, as well as several other programs addressing highly prevalent, genetically defined cancers. Our strategic approach and operational excellence in clinical development have enabled us to rapidly advance our two lead product candidates into late-stage clinical trials while simultaneously entering into multiple shared-value partnerships with industry leaders to expand our portfolio. From this foundation, we are continuing to build a differentiated global biopharmaceutical company intensely focused on understanding patients and their diseases in order to develop transformative targeted medicines. Our most advanced product candidate, nirogacestat, is an oral, small molecule gamma secretase inhibitor, or GSI, initially in development for the treatment of desmoid tumors, a rare and often debilitating and disfiguring soft tissue tumor for which there are currently no therapies approved by the U.S. Food and Drug Administration, or FDA. We believe nirogacestat may address the significant limitations associated with existing treatment options and has the potential to become the first therapy approved by the FDA for both newly diagnosed and previously treated desmoid tumors. Since we licensed nirogacestat from Pfizer Inc., or Pfizer, in August 2017, the FDA granted nirogacestat both Orphan Drug Designation and Fast Track Designation for this indication. In May 2019, we announced the initiation of the DeFi trial, a potentially registrational Phase 3 clinical trial of nirogacestat for patients with desmoid tumors. We expect to provide an update on the DeFi trial in 2020 ahead of an anticipated top-line data readout in 2021.",THERAPEUTICS,2019-09-13,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
Urovant Sciences Ltd.,0001740547,https://www.sec.gov/Archives/edgar/data/1740547/000119312518217858/d587760ds1.htm,7/13/2018,"We are a clinical-stage biopharmaceutical company focused on developing and commercializing innovative therapies for urologic conditions. Our product candidate,
vibegron, is an oral, once-daily, small molecule beta-3 agonist. We are currently evaluating vibegron in our 1,400 patient, international pivotal Phase 3 EMPOWUR trial for the treatment of overactive bladder,
or OAB. We expect to report top-line results from this clinical trial in the first or second quarter of 2019, and if these results are positive, we plan to submit a new drug application to the U.S. Food and
Drug Administration, or FDA, by early 2020. OAB is a highly prevalent condition, with more than 30 million Americans over the age of 40 suffering from bothersome symptoms. In large, randomized, placebo-controlled, international Phase 2b
and Japanese Phase 3 clinical trials in a total of over 2,600 OAB patients, vibegron 50 mg and 100 mg met all primary and secondary efficacy endpoints compared to placebo at week 8 and week 12, respectively. Our ongoing
Phase 3 EMPOWUR trial has a design similar to these clinical trials. We believe vibegron, if successful in meeting the efficacy endpoints in our pivotal Phase 3 EMPOWUR trial, and if approved by the FDA, may offer a differentiated profile compared
to current OAB therapies, including the potential for broader efficacy claims if the FDA approves the inclusion of urgency data, rapid onset of action data, and a single convenient once-daily dose in the label. Vibegron has been well tolerated in
all clinical trials to date, has not been associated with clinically relevant drug-drug interactions, such as the inhibition of CYP2D6, and has not demonstrated a QTc signal at any of the human doses tested. In addition to OAB, we are developing
vibegron for two additional potential indications, the treatment of OAB in men with benign prostatic hyperplasia, or BPH, and the treatment of pain associated with irritable bowel syndrome, or IBS. By the end of 2018, we expect to commence a Phase 3
clinical trial for OAB in men with BPH and a Phase 2a clinical trial for IBS-associated pain. We intend to continue to expand our pipeline with the goal of creating a leading urology company by developing, commercializing and acquiring innovative
therapies. We received an exclusive license to develop, manufacture and commercialize vibegron worldwide, excluding Japan
and certain other Asian territories, pursuant to our license agreement with Merck Sharp & Dohme Corp., or ",THERAPEUTICS,2018-09-27,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Outlook Therapeutics, Inc.",0001649989,https://www.sec.gov/Archives/edgar/data/1649989/000157104916010787/t1600032-s1.htm,1/15/2016,"We are offering        shares of common stock. This is our initial public offering and no public market currently exists for our common stock. We expect the initial public offering price to be between $      and $      per share. We have applied to list our common stock on the NASDAQ Global Market under the symbol “ONS.” Delivery of the shares of common stock is expected to be made on or about                , 2016. We have granted the underwriters an option for a period of 30 days to purchase an additional                 shares of our common stock. If the underwriters exercise the option in full, the total underwriting discounts and commissions payable by us will be $               , and the total proceeds to us, before expenses, will be $               .",THERAPEUTICS,2016-05-13,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
"SANCILIO PHARMACEUTICALS COMPANY, INC.",0001641908,https://www.sec.gov/Archives/edgar/data/1641908/000119312515308377/d43061ds1.htm,8/31/2015,"We are a fully integrated specialty pharmaceutical company focused on developing and, in the future, commercializing products based on our proprietary Advanced
Lipid Technologies, or ALT, platform. We intend to utilize our current manufacturing facility to manufacture our proprietary product candidates, if approved. ALT is designed to enhance the bioavailability, reduce the food effect and improve the
efficacy of lipids and lipophilic active pharmaceutical ingredients, or APIs. Lipids are small hydrophobic or amphipathic molecules, including fatty acids (such as omega-3 fatty acids and omega-6 fatty acids), steroids, hormones and fat-soluble
vitamins (such as vitamins A, D, E and K). Our business model is to apply our ALT platform to lipids or lipophilic APIs to create unique product candidates that address the disorders and diseases that result from imbalances of lipids in the body. In
addition to our primary focus of developing our proprietary products using the ALT platform, we make use of and license rights to our proprietary ALT platform and our other technologies to third parties as part of our development and manufacture of
lipophilic API-based and soft-gelatin products at our facilities. Our proprietary product pipeline, which has been developed using our proprietary ALT
platform, is currently focused on diseases and disorders for which we believe lipids can be used for treatment. We believe that our ALT platform will enable us to utilize our proprietary know-how and expertise in lipids to create unique formulations
of clinically proven substances for approved and new indications. Our four lead product candidates are:",THERAPEUTICS,2015-08-31,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
"Matinas BioPharma Holdings, Inc.",0001582554,https://www.sec.gov/Archives/edgar/data/1582554/000114420414003110/v365546_s1.htm,1/21/2014,"Additional risks and uncertainties not
presently known or that are currently deemed immaterial may also impair our business operations. The risks and uncertainties described
in this document and other risks and uncertainties which we may face in the future will have a greater impact on those who purchase
our common stock. These purchasers will purchase our common stock at the market price or at a privately negotiated price and will
run the risk of losing their entire investments. When used herein, unless the context
requires otherwise, references to the “Company,” “we,” “our” and “us” refer to
Matinas BioPharma Holdings, Inc., a Delaware corporation, collectively with its wholly-owned subsidiary, Matinas BioPharma, Inc.,
a Delaware corporation, which we sometimes refer to herein as Matinas BioPharma.",THERAPEUTICS,2014-02-13,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Scopus Biopharma Inc.,0001772028,https://www.sec.gov/Archives/edgar/data/1772028/000114420419031346/tv523189_s1.htm,6/18/2019,"The sales of our
securities registered in the IPO Prospectus and the shares of our common stock registered in the Selling Stockholder Prospectus
may result in two offerings taking place concurrently, which could affect the price and liquidity of, and demand for, our securities.
This risk and other risks are included in “Risk Factors” beginning on page 6 of the IPO Prospectus. Each Series A
Unit consists of one share of our common stock and two Series A Warrants. Each Series A Warrant is exercisable for one Series
B Unit. Each Series B Unit consists of one share of common stock and one Series B Warrant. Each Series B Warrant is exercisable
for one share of common stock. The exercise price of the Series A Warrant is $___ and the exercise price of the Series B Warrant
is $____. The Series A Warrants and Series B Warrants will be exercisable commencing on October 1, 2020 and September 1, 2021,
respectively.",THERAPEUTICS,2022-01-20,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Regen BioPharma Inc,0001589150,https://www.sec.gov/Archives/edgar/data/1589150/000155479513000605/regen100913forms1.htm,10/15/2013,"The
information in this preliminary prospectus is not complete and may be changed. These securities may not be sold until the registration
statement filed with the U.S. Securities and Exchange Commission (“SEC”) is effective. This preliminary prospectus
is not an offer to sell these securities and it is not soliciting an offer to buy these securities in any jurisdiction where the
offer or sale is not permitted. We
intend to engage primarily in the development of regenerative medical applications which we intend to license from other entities
up to the point of successful completion of Phase I and or Phase II clinical trials after which we would either attempt to sell
or license those developed applications or, alternatively, advance the application further to Phase III clinical trials.",THERAPEUTICS,2014-03-19,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Celsus Therapeutics Plc.,0001541157,https://www.sec.gov/Archives/edgar/data/1541157/000114420414070095/v394113_s1.htm,11/20/2014,"Celsus Therapeutics Plc is a biopharmaceutical company dedicated to the discovery and development of novel, first-in-class, non-steroidal, synthetic anti-inflammatory drugs. We believe that we have developed a new class of synthetic drugs for therapeutic purposes that we term Multifunctional Anti-Inflammatory Drugs, representing a new multi-drug platform for the treatment of a wide range of inflammatory diseases and conditions. For decades, steroids have been the most commonly used anti-inflammatory drugs in the world, used extensively to treat inflammatory diseases and allergies. However, steroids are associated with severe
side effects, such as metabolic changes, weight gain, changes in blood pressure, diabetes, osteoporosis, cataract and glaucoma, psychosis and depression. These side effects have led to reluctance by medical providers and their patients to use these drugs, creating an unmet need in multiple disease markets for safer alternatives to steroids. In general, inflammation is a defense mechanism, part of our immune system, protecting our bodies from infection. However, when inflammation is triggered for the wrong reasons (i.e., not as a reaction to infection) or is unable to shut down, this results in an inflammatory disease. Since each organ in the body is capable of protecting itself from infections using inflammation, each organ can suffer from an inflammatory disease or condition.",THERAPEUTICS,2013-02-06,,,,2834.0,Pharmaceutical Preparations,424b_filing,
BiomX Inc.,0001739174,https://www.sec.gov/Archives/edgar/data/1739174/000161577418013203/s114226_s1.htm,11/26/2018,"We
will provide the holders of our outstanding shares of common stock that were sold as part of the units in this offering with the
opportunity to redeem their shares of common stock upon the consummation of our initial business combination at a per-share price,
payable in cash, equal to the aggregate amount then on deposit in the trust account described below, including interest (net of
taxes payable), divided by the number of then outstanding shares of common stock that were sold as part of the units in this offering,
which we refer to as our “public shares.” We
have 24 months to consummate our initial business combination. If we are unable to consummate our initial business combination
within the above time period, we will distribute the aggregate amount then on deposit in the trust account, pro rata to our public
stockholders, by way of the redemption of their shares and thereafter cease all operations except for the purposes of winding up
of our affairs, as further described herein. In such event, the warrants will expire and be worthless.",THERAPEUTICS,2018-12-14,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
Zomedica Pharmaceuticals Corp.,0001684144,https://www.sec.gov/Archives/edgar/data/1684144/000117184317002245/s1_042017.htm,4/21/2017,"Unless the context provides otherwise, references herein to “we,”
“our,” “us,” “our company” and “Zomedica” refer to Zomedica Pharmaceuticals Corp.
together with, where applicable, our consolidated subsidiary, ZoMedica Pharmaceuticals Inc., a Delaware corporation. We are a development stage veterinary pharmaceuticals and health
care solutions company focused on developing safe and effective treatments for companion animals, primarily dogs, cats, and horses.
We seek to identify drugs for indications that have already demonstrated safety and efficacy in humans and to develop therapeutics
based on these drugs for similar indications in companion animals. We believe that our development approach will enable us to reduce
the risks associated with obtaining regulatory approval for unproven product candidates and shorten the development times to bring
our product candidates to market. We have four drug product candidates in early development and have identified several other potential
product candidates for further investigation. We believe that there are significant unmet medical needs for pets, and that the
pet therapeutics and diagnostics segments of the animal health industry are likely to grow substantially as new treatments and
diagnostic processes are identified, developed and marketed specifically for companion animals.",THERAPEUTICS,2017-11-21,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Bellerophon Therapeutics, Inc.",0001600132,https://www.sec.gov/Archives/edgar/data/1600132/000104746915000203/a2222456zs-1.htm,1/13/2015,"We are a clinical-stage therapeutics company focused on developing innovative products at the intersection of drugs and devices that
address significant unmet medical needs in the treatment of cardiopulmonary and cardiac diseases. We have two programs in advanced clinical development. The first program, INOpulse, is based on our
proprietary pulsatile nitric oxide delivery device. We are currently developing two product candidates under our INOpulse program: one for the treatment of pulmonary arterial hypertension, or PAH, for
which we intend to commence Phase 3 clinical trials in the second half of 2015, and the other for the treatment of pulmonary hypertension associated with chronic obstructive pulmonary disease,
or PH-COPD, which is in Phase 2 development. Our second program is bioabsorbable cardiac matrix, or BCM, which is currently in a placebo-controlled clinical trial designed to support CE mark
registration in the European Union. We completed enrollment of this trial in December 2014, with 303 patients having completed the treatment procedure, and we expect to report top line results in
mid-2015. Assuming positive results, we intend to conduct a pivotal pre-market approval trial of BCM beginning in the first half of 2016, which will be designed to support registration in the
United States. We are developing BCM for the prevention of cardiac remodeling, which often leads to congestive heart failure following an ST-segment elevated myocardial infarction, or STEMI. Our INOpulse program is an extension of the technology used in hospitals to deliver continuous-flow inhaled nitric oxide. Use of
inhaled nitric oxide is approved by the U.S. Food and Drug Administration, or the FDA, and certain other regulatory authorities to treat persistent pulmonary hypertension of the newborn.
Ikaria, Inc., or Ikaria, has marketed continuous-flow inhaled nitric oxide as INOmax for hospital use in this indication since approval in 1999. In October 2013, Ikaria transferred to us
exclusive worldwide rights to develop and commercialize pulsed nitric oxide in PAH, PH-COPD and pulmonary hypertension associated with idiopathic pulmonary fibrosis, or PH-IPF, with no royalty
obligations. Our INOpulse program is built on scientific and technical expertise developed for the therapeutic delivery of inhaled nitric oxide. In 2010, Ikaria filed an investigational new drug
application, or IND, for INOpulse for the treatment of patients with PAH, which is a form of pulmonary hypertensio",THERAPEUTICS,2015-02-13,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Kadmon Holdings, Inc.",0001557142,https://www.sec.gov/Archives/edgar/data/1557142/000104746916013747/a2228779zs-1.htm,6/10/2016,"We are a fully integrated biopharmaceutical company engaged in the discovery, development and commercialization of small molecules and
biologics to address disease areas of significant unmet medical need. We are developing product candidates within autoimmune and fibrotic diseases, oncology and genetic diseases. We leverage our
multi-disciplinary research and clinical development team members, who prior to joining Kadmon had brought more than 15 drugs to market, to identify and pursue a diverse portfolio of novel product
candidates, through in-licensing products and employing our small molecule and biologics platforms. By retaining global commercial rights to our lead product candidates, we believe that we have the
ability to progress these candidates ourselves while maintaining flexibility for commercial and licensing arrangements. We expect to continue to progress our clinical candidates and have further
clinical trial events to report throughout 2016. We
utilize our advanced understanding of the molecular mechanisms of disease to establish development paths for disease areas where significant unmet medical needs exist. Below is a
brief description of our most clinically advanced product candidates:",THERAPEUTICS,2016-07-27,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Zander Therapeutics, Inc",0001718644,https://www.sec.gov/Archives/edgar/data/1718644/000160706217000323/zander092817forms1.htm,10/4/2017,"The
information in this preliminary prospectus is not complete and may be changed. These securities may not be sold until the registration
statement filed with the U.S. Securities and Exchange Commission (“SEC”) is effective. This preliminary prospectus
is not an offer to sell these securities and it is not soliciting an offer to buy these securities in any jurisdiction where the
offer or sale is not permitted. We
were incorporated June 18, 2015 under the laws of the State of Nevada. We are a majority owned subsidiary of Entest Biomedical,
Inc, a Nevada corporation. We intend to engage primarily in the development and commercialization of veterinary medical therapies
which we intend to license from other entities as well as develop internally. As of September 8, 2017, we have not licensed, developed
or commercialized any existing veterinary medical therapies, however we have licensed the intellectual properties from Regen Biopharma,
Inc., a company under common control with us, and these intellectual properties comprise the therapeutic concept behind ZAN-100
and ZAN-200, two therapies in early stage development by the Company.",THERAPEUTICS,2018-05-30,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Aralez Pharmaceuticals Ltd,0001648419,https://www.sec.gov/Archives/edgar/data/1648419/000110465915057790/a15-16894_3s1.htm,8/7/2015,"Upon completion of the merger, Aralez will become the successor issuer to Pozen.  Pozen formed Aralez to serve as the new parent company of Pozen and Tribute following consummation of the merger and plan of arrangement.  Pozen was incorporated in the State of Delaware on September 25, 1996 and is operating in a single reportable segment. Pozen has been a pharmaceutical company committed to transforming medicine that transforms lives. Since inception, the Company has focused its efforts on developing products which can provide improved efficacy, safety or patient convenience in the treatment of acute and chronic pain and pain related conditions and has developed a portfolio of integrated aspirin therapies. Historically, the Company has entered into collaboration agreements to commercialize its product candidates. The Company’s licensing revenues include upfront payments, additional payments if and when certain milestones in the product’s development or commercialization are reached, and the eventual royalty payments based on product sales. The Company has decided to retain ownership of its lead product candidates, the proprietary, investigational, coordinated-delivery tablets combining immediate-release omeprazole, a proton pump inhibitor, or PPI, and enteric coated, or EC, aspirin in a single tablet, now known as YOSPRALA 81/40 and 325/40 (aspirin/omeprazole delayed release tablets) (“PA” or “YOSPRALA”).",THERAPEUTICS,2015-11-06,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Amneal Pharmaceuticals, Inc.",0001723128,https://www.sec.gov/Archives/edgar/data/1723128/000119312518073686/d414240ds1.htm,3/7/2018,"We are a specialty
pharmaceutical company specializing in developing, manufacturing, marketing and distributing high-value generic pharmaceutical products across a broad array of dosage forms and therapeutic areas, as well as the development, manufacture and sale of
branded products. We were formed from the combination of Amneal and Impax pursuant to the Combination. Prior to the consummation of the Combination, Amneal and Impax operated separately as independent companies. Amneal is a generic pharmaceutical company specializing in developing, manufacturing, marketing and distributing high-value generic
pharmaceutical products across a broad array of dosage forms and therapeutic areas. Amneal currently markets over 125 product families in the United States and its marketed and pipeline generics portfolios cover an extensive range of dosage forms
and delivery systems, including both immediate and extended release oral solids such as tablets, capsules and powders, liquids, sterile injectables, nasal sprays, inhalation and respiratory products, ophthalmics (which are sterile pharmaceutical
preparations administered for ocular conditions), films, transdermal patches and topicals (which are creams or gels designed to administer pharmaceuticals locally through the skin). Amneal focuses on developing products with substantial barriers-to-entry as a result of complex drug formulations or manufacturing, legal and/or regulatory challenges. Focusing on these opportunities allows Amneal to offer
first-to-file (“ FTF ”), first-to-market (“ FTM ”) and other “high-value” products, which Amneal defines as products with zero to three generic competitors at time of launch. These products generally have
limited competition at launch, tend to be more profitable and often have longer life cycles than other generic pharmaceuticals. As of December 31, 2017, Amneal had 156 products approved but not yet launched or pending Food and Drug
Administration (“ FDA ”) approval and another 123 products in various stages of clinical development. Over 58% of Amneal’s total generic pipeline consists of potential FTF, FTM and high-value products. Amneal has an integrated,
team-based approach to product development that combines its formulation, regulatory, legal, manufacturing and commercial capabilities.",THERAPEUTICS,2018-02-12,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"Nemus Bioscience, Inc.",0001516551,https://www.sec.gov/Archives/edgar/data/1516551/000155724013000010/lgl-s1_jan302013.htm,1/30/2013,"(2) This is the initial offering and no current trading market exists for our common stock. The price paid for the currently issued and outstanding common stock was $0.01 and $0.04 per share for 2,302,000 shares to officers and directors, and $0.04 for 845,000 shares to unaffiliated investors. Load Guard Logistics, Inc. is a development stage company and currently has limited active business operations.  Any investment in the Shares offered herein involves a high degree of risk.  You should only purchase Shares if you can afford a complete loss of your investment.  Our independent auditors have issued an audit opinion for Load Guard Logistics, Inc., which includes a statement expressing substantial doubt as to our ability to continue as a going concern.",THERAPEUTICS,2013-06-13,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"RELMADA THERAPEUTICS, INC.",0001553643,https://www.sec.gov/Archives/edgar/data/1553643/000125529412000776/mainbody.htm,11/13/2012,"We are offering for sale to investors a maximum of 5,000,000 shares
of our common stock at an offering price of $0.004 per share (the “Offering”). Currently, we have limited inventory
consisting of fifteen surfboards.  Our business plan is to use the proceeds of this offering for the production of additional
surfboards and to increase our brand awareness through advertising. However, our management has retained discretion to use the
proceeds of the Offering for other uses. The minimum investment amount for a single investor is $500 for 125,000 shares.  The
shares are being offered by us on a “best efforts” basis and there can be no assurance that all or any of the shares
offered will be subscribed.  If less than the maximum proceeds are available to us, our development and prospects could
be adversely affected.  There is no minimum offering required for this offering to close. The proceeds of this offering
will be immediately available to us for our general business purposes. The Maximum Offering amount is 5,000,000 shares ($20,000). Surfers ride waves. The most consistent and best waves are generated
by storms in the Northern Hemisphere in November through February and in the Southern Hemisphere in June through September. It
can be expected that most surfers will purchase surfboards during these windows, and that conversely, our sales outside of these
windows will be lower.",THERAPEUTICS,2013-05-06,,,,2834.0,Pharmaceutical Preparations,424b_filing,
PREMIER BIOMEDICAL INC,0001515740,https://www.sec.gov/Archives/edgar/data/1515740/000114420411035596/v225682_s1.htm,6/14/2011,"We are hereby registering up to 951,200 shares, representing approximately 8.3% of our current outstanding common stock, for sale by ninety-five of our existing shareholders.  We are also registering up to 723,200 shares underlying the exercise of outstanding warrants. Our common stock is not traded on any national securities exchange and is not quoted on any over-the-counter market. If our shares become quoted on the Over-The-Counter Bulletin Board, sales will be made at prevailing market prices or privately negotiated prices. Premier Biomedical, Inc. is not selling any of the shares of common stock in this offering and therefore will not receive any proceeds from this offering. The selling stockholders have informed us that they do not have any agreement or understanding, directly or indirectly, with any person to distribute their common stock.",THERAPEUTICS,2011-12-19,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
